"Long","Lat"
-73.9639196266,40.7882822073
-73.9639311936,40.7883220213
-73.963921303,40.7881786488
-73.9640544076,40.7883044612
-73.9640880191,40.7883224823
-73.965822151,40.7881559758
-73.967270041,40.7771186857
-73.9673567098,40.7771109324
-73.8319549561,40.8463859558
-73.8316236064,40.8459712928
-73.9845680212,40.7683813568
-73.91487319,40.8973652
-73.9154153132,40.8971173643
-73.8905372797,40.9094384816
-73.890555,40.90895
-73.8904283333,40.9088466667
-73.8893583333,40.9098633333
-73.8981083333,40.8989116667
-73.8902666667,40.9059116667
-73.8895716667,40.9067616667
-73.8899533333,40.901875
-73.8900666667,40.9016883333
-73.9520513546,40.7708669175
-73.9523272541,40.7704897487
-73.9523991198,40.7706710324
-73.9524915521,40.7705588903
-73.9526851942,40.7707549772
-73.9530524892,40.7707506605
-73.9529835038,40.7707711677
-73.9530290198,40.7707341481
-73.9530790643,40.770801774
-73.9528665924,40.7706959526
-73.9525123828,40.7705624599
-73.964345092,40.7884584368
-73.9644963016,40.7882659464
-73.964567883,40.7883100771
-73.964680452,40.7883413835
-73.9649682865,40.7884456963
-73.9653491602,40.7883727318
-73.9653704502,40.7882544212
-73.9654045646,40.7882698439
-73.9654309676,40.7882381604
-73.9654572029,40.7882053033
-73.9655903076,40.788077683
-73.9653379285,40.7881019963
-73.9656538424,40.7881283993
-73.9656647389,40.7881219034
-73.9657037985,40.7881540899
-73.9657543414,40.7881342248
-73.9657561854,40.7880492323
-73.9657573589,40.7880464243
-73.9658198041,40.7880906389
-73.9659204707,40.7879258506
-73.96583464,40.7879126911
-73.9658696764,40.78789094
-73.966042176,40.7878701529
-73.9661803097,40.7878491562
-73.9660232329,40.7879163791
-73.9662762825,40.7868544758
-73.9664546494,40.7868240914
-73.9663201199,40.786763574
-73.9663085528,40.7865446806
-73.9664640371,40.7866020548
-73.96645532,40.7863534475
-73.9664302581,40.7861293154
-73.966669729,40.7850605809
-73.966508126,40.7849408454
-73.9660100733,40.7845808007
-73.9663490374,40.7783116401
-73.9666386322,40.7785709761
-73.9665053599,40.7785670367
-73.9664037713,40.7786558848
-73.9665222914,40.7785328385
-73.929445,40.7912133333
-73.9288634063,40.7909994107
-73.9274211322,40.7914422267
-73.9272431844,40.7915457013
-73.9265002963,40.7920158422
-73.926405497,40.7920126571
-73.9522880424,40.7704648588
-73.9508038454,40.7697603682
-73.9509439809,40.7698053367
-73.9508310134,40.7697563215
-73.9507554339,40.7697243623
-73.9506542987,40.7696659126
-73.9504901414,40.7695746795
-73.9504391545,40.7695572092
-73.9504588712,40.7695969222
-73.9503406154,40.7695971922
-73.9503216737,40.7696202715
-73.9497141432,40.7695615008
-73.9499570523,40.7693452249
-73.9500832,40.7692462765
-73.9500536957,40.7690626709
-73.9499890712,40.769120087
-73.9501675219,40.7691840828
-73.9502562024,40.7690449851
-73.9503658377,40.7692382718
-73.9501935058,40.7691624994
-73.9503039793,40.7691310672
-73.9503644128,40.769141377
-73.9504854475,40.7690633834
-73.9502997045,40.7690071827
-73.9502972738,40.7689373615
-73.9503529296,40.7690298139
-73.9505399299,40.7692522696
-73.9503649157,40.7691281755
-73.9501860459,40.769198332
-73.9500557073,40.7691582246
-73.9502395225,40.7691352582
-73.9501810168,40.7691733959
-73.950075321,40.7691965718
-73.9522098564,40.7708885009
-73.9520583116,40.7707427815
-73.9521973781,40.7708484792
-73.9522839525,40.7706950885
-73.9522460361,40.7708928672
-73.91018083,40.91428145
-73.9520390332,40.7692601486
-73.9521253668,40.7692204183
-73.9521530271,40.7692952687
-73.9522023965,40.7692683209
-73.9522588067,40.7691507228
-73.9532737714,40.7681342075
-73.9534384758,40.7661904022
-73.953450881,40.7662908594
-73.9533629548,40.76635913
-73.9533780423,40.7663225849
-73.9534407389,40.7663128199
-73.9361416667,40.8579866667
-73.9393804316,40.8549451176
-74.0127392673,40.6893889513
-74.0187588987,40.6863610307
-74.0220817365,40.684823622
-74.0243611113,40.684122392
-74.0251405445,40.6852997141
-74.0248492733,40.6850907952
-74.0249804501,40.6853282126
-74.0249827132,40.6853323197
-74.0249827971,40.6853339961
-74.0249804501,40.6853374327
-74.0248073638,40.6852007239
-74.0248136502,40.685210405
-74.024777189,40.6851749495
-73.9533532318,40.7677880768
-73.951927973,40.7681355905
-73.9527024609,40.7686577412
-73.9527136926,40.7686394686
-73.9523049072,40.7691744017
-73.91008822,40.9145189
-73.934875,40.8594333333
-73.9317633771,40.8634221135
-73.9309105185,40.8637203416
-73.9308752306,40.8641739702
-73.9309010469,40.8657495166
-73.931795,40.8661383333
-73.9319791273,40.8659669431
-73.932852354,40.8640327771
-73.9341486991,40.8612538409
-73.9341554885,40.8611300402
-73.961367,40.81828952
-73.96277307,40.81718589
-73.96300419,40.81699161
-73.9389716667,40.8544
-73.9391783333,40.8547033333
-73.95423162,40.58727112
-73.95912154,40.57905368
-73.96107123,40.57781879
-73.9618658,40.57760349
-73.9518851415,40.7702513505
-73.9517979697,40.7700122986
-73.951708451,40.7707094215
-73.9521565475,40.7711833762
-73.9531718475,40.7716517151
-73.9532191214,40.7716412377
-73.9533798025,40.7717329776
-73.9533956443,40.7716997434
-73.9534475283,40.7717063651
-73.9560051822,40.7729075337
-73.9559649491,40.7728910633
-73.9560278971,40.7729169215
-73.9560189285,40.7729353616
-73.9560227004,40.7729312126
-73.9560522047,40.7729183045
-73.9561577328,40.7729262673
-73.9560895041,40.7728809631
-73.9560831339,40.7728910214
-73.9562985488,40.7730889181
-73.9561889973,40.7730018301
-73.9562235308,40.772984312
-73.9560499415,40.7727815118
-73.9561667015,40.7728841063
-73.9561401308,40.7729826356
-73.957246542,40.7736491645
-73.89637,40.90318
-73.890945,40.9003416667
-73.8984533333,40.89887
-73.9209636301,40.7073043893
-73.9573653974,40.7734434726
-73.9563884028,40.7890288253
-73.9573361446,40.7893626346
-73.957702769,40.7894567214
-73.9565580809,40.7888025211
-73.9550758453,40.7888755844
-73.9574652259,40.7896405785
-73.9558769692,40.7878911872
-73.9529808393,40.7914198516
-73.957381534,40.7870445618
-73.9568731509,40.7876840495
-73.9592042194,40.7887569582
-73.9591621422,40.788623686
-73.9592659102,40.7886717981
-73.959491551,40.7886526874
-73.9595583548,40.7886609016
-73.9595565107,40.7886835328
-73.959652735,40.7887049904
-73.9596696664,40.7886866341
-73.9597778768,40.78867184
-73.9606305353,40.7901967341
-73.9621708263,40.7908720477
-73.9621576668,40.7909506699
-73.9622083773,40.7908562897
-73.9621817228,40.7908495004
-73.9621574153,40.790796862
-73.9621823934,40.7908064593
-73.9621823934,40.7908064593
-73.9621772804,40.7907436369
-73.9623269812,40.7908086805
-73.9624123928,40.7914774726
-73.9623880015,40.7914066874
-73.9621264023,40.7915827912
-73.9633353241,40.7920258586
-73.9563878999,40.7939446019
-73.9563128819,40.7939005969
-73.9562501014,40.7937355154
-73.9562059288,40.793868159
-73.9561006521,40.7938763732
-73.9560590778,40.7938521076
-73.9560009074,40.7939020219
-73.9560434037,40.7937549195
-73.956171563,40.7940681931
-73.9559911006,40.7941566222
-73.9554085583,40.7941562031
-73.952600956,40.7959666104
-73.9525660873,40.7958900836
-73.9516595007,40.7952303021
-73.951542154,40.7951698685
-73.9518058487,40.7951369696
-73.9517478459,40.795118697
-73.9516981412,40.7950882288
-73.9516905137,40.7951342035
-73.9516977221,40.7951406995
-73.95169965,40.7950087684
-73.9516244643,40.7949886937
-73.9515845665,40.7950934256
-73.9379363973,40.8533285419
-73.9378621337,40.8533150889
-73.9383083333,40.8534466667
-73.9390116667,40.786655
-73.9338533333,40.78692
-73.9521644265,40.7709151553
-73.9362033333,40.857955
-73.93473,40.859425
-73.9348966667,40.85968
-73.9348902461,40.8596393606
-73.9350883333,40.8598416667
-73.9345553052,40.8611211135
-73.9376751334,40.8558086213
-73.9385916667,40.854845
-73.9522317332,40.7704457688
-73.9522426297,40.7704681904
-73.9523899835,40.7703663921
-73.9756824543,40.7480748045
-73.9752619342,40.7481387165
-73.9753682167,40.748090772
-73.9753594995,40.7480360382
-73.9753253014,40.7478357945
-73.9753222839,40.7479476929
-73.974847952,40.7480559452
-73.9751595911,40.7480653748
-73.9754757565,40.7479757304
-73.9756254573,40.7479357068
-73.9754850604,40.747663253
-73.9752960485,40.7474285178
-73.9753222001,40.7477094373
-73.9752670471,40.7474628417
-73.9753641096,40.7475619577
-73.9753641096,40.7475619577
-73.975664517,40.7478556177
-73.9755890799,40.747880051
-73.9756210149,40.7477204176
-73.9754197076,40.748135229
-73.91502126,40.89735625
-73.9749334474,40.7478646282
-73.9748769534,40.746402531
-73.9748723433,40.7464433927
-73.9748995845,40.7464257908
-73.9749047813,40.7464546245
-73.9748242312,40.7464379026
-73.9748912026,40.7463866892
-73.9750440885,40.7464565523
-73.9750045259,40.7464128826
-73.9750173502,40.7464195462
-73.9749750216,40.7463910478
-73.9968417306,40.7344023697
-73.975161519,40.7463433966
-73.9752057754,40.7462590328
-73.9751860779,40.7463027863
-73.9752201923,40.7462972124
-73.9753295761,40.7463371102
-73.9970587381,40.6996558188
-73.9966688958,40.7000538335
-73.9199366667,40.7992666667
-73.9327514359,40.7086622157
-73.9327143878,40.7085377863
-73.9903666266,40.7044811128
-73.9903502819,40.7045416301
-73.9322634415,40.7081181044
-73.932278948,40.7074659504
-73.975463016,40.7464625873
-73.9757000562,40.7465248648
-73.9757000562,40.7465248648
-73.9936875366,40.7034627954
-73.9751736727,40.746423821
-73.9751426597,40.7465003478
-73.9749778715,40.7465588116
-73.9749834873,40.7465459872
-73.974905368,40.7464827877
-73.9749430028,40.7464628807
-73.9750456811,40.7464047522
-73.9754452464,40.7462974219
-73.9752397221,40.7454494667
-73.9750766941,40.7453894103
-73.9751021751,40.7453929307
-73.9751021751,40.7453929307
-73.9750958887,40.7453927631
-73.9751162567,40.7454331639
-73.975028582,40.7454791386
-73.9749723394,40.7454183698
-73.9750260674,40.7454059227
-73.9750178532,40.7453942718
-73.9750028495,40.7454021508
-73.9749969822,40.7454106165
-73.9749866725,40.7454141369
-73.9749866725,40.7454141369
-73.974878043,40.7452940243
-73.9749292564,40.7452963293
-73.9748925437,40.7453224808
-73.9748128318,40.7452931442
-73.9747943916,40.7452696748
-73.9748007619,40.7452599937
-73.9746216406,40.7452263404
-73.9579046053,40.7590857335
-73.957167836,40.7599074114
-73.9560776856,40.7608762756
-73.9541122132,40.7620008756
-73.9746216406,40.7452263404
-73.9746216406,40.7452263404
-73.9506631438,40.7669174066
-73.9746216406,40.7452263404
-73.9500205033,40.7676157868
-73.9746216406,40.7452263404
-73.949419018,40.76805152
-73.9495071956,40.7680554176
-73.9489116614,40.7698201435
-73.9489116614,40.7698201435
-73.9490069636,40.7700249134
-73.9491991606,40.7698497316
-73.9491024335,40.7698915573
-73.9746216406,40.7452263404
-73.9499267936,40.7699562656
-73.9521261212,40.7704036078
-73.9522277937,40.7704668912
-73.9523046558,40.7704906958
-73.9523127862,40.7704290888
-73.9522992075,40.7702925057
-73.9522525203,40.7702539489
-73.9746216406,40.7452263404
-73.9746216406,40.7452263404
-73.9746216406,40.7452263404
-73.975664517,40.7478556177
-73.9315299411,40.7079735166
-73.93145727,40.7079600636
-73.9121550881,40.8991296497
-73.9305266273,40.7081324794
-73.9302561433,40.7081318507
-73.9301513695,40.7081116503
-73.9295006823,40.7082614769
-73.9290441201,40.7082988602
-73.97518375,40.79990024
-73.9315048792,40.7079045335
-73.9301035926,40.7081424958
-73.9294477087,40.7082515024
-73.9268633333,40.7902216667
-73.9268116667,40.79008
-73.9525170532,40.7704855828
-73.9522270393,40.7705635764
-73.9573793952,40.7674188121
-73.957451731,40.767445257
-73.9574951493,40.7673995756
-73.9572183789,40.7676856919
-73.9574248251,40.767548522
-73.9571598732,40.7675205684
-73.956666682,40.7665967988
-73.9569805843,40.7666484313
-73.9599176869,40.7628227212
-73.9600781166,40.7623944898
-73.9599583392,40.7603291888
-73.9606551268,40.7605692465
-73.9595757891,40.762696825
-73.9584407118,40.7647901215
-73.9545177296,40.7711003116
-73.9542930946,40.7713013096
-73.9545033128,40.7713197917
-73.945825,40.8399116667
-73.9525184781,40.7703657216
-73.9524127823,40.7706185198
-73.9523977787,40.7705010474
-73.9524248522,40.7706260216
-73.9523102716,40.7701467444
-73.9524511714,40.770376199
-73.9524986941,40.7704830232
-73.9524486569,40.7704619877
-73.9524558653,40.7705297973
-73.9524596371,40.7705294202
-73.952320749,40.7704984909
-73.9522641925,40.7704675279
-73.952194769,40.7704801765
-73.9522626624,40.7706165919
-73.9521911648,40.7704476128
-73.9523608145,40.7703044499
-73.9521651195,40.7704154757
-73.9521661867,40.7704362553
-73.9521940985,40.7703404921
-73.9517492709,40.7701325789
-73.9496019949,40.7693611086
-73.9494931978,40.7694624458
-73.9494258911,40.7698679204
-73.9493325167,40.7696784474
-73.9491186105,40.7697112626
-73.9494454209,40.7696579956
-73.9492194448,40.7693981985
-73.9490102325,40.7697919384
-73.9489794709,40.769571201
-73.9490128309,40.7694925368
-73.9489311074,40.7693076739
-73.9491272439,40.7692587655
-73.9492416569,40.7692886889
-73.949595457,40.7685360779
-73.9492466462,40.7687965534
-73.9497790207,40.7685505366
-73.9496804495,40.7683968963
-73.9496268053,40.7683696552
-73.9496676252,40.7685823879
-73.9496993926,40.7684659632
-73.9496636019,40.7686138619
-73.9499961958,40.7686564839
-73.94954592,40.7685448369
-73.9495480154,40.7692424627
-73.9497936052,40.769143682
-73.9497772605,40.7687132294
-73.9500745666,40.7691999665
-73.9498471656,40.7686805819
-73.9497226105,40.7687123074
-73.9496761747,40.7687052247
-73.9494293277,40.7686355291
-73.9501330723,40.7689777203
-73.9501551167,40.7689431031
-73.9498601575,40.7692316082
-73.9499348403,40.7691125432
-73.9496563934,40.7695074147
-73.9496976324,40.7694380964
-73.9498800226,40.7694820175
-73.9497962874,40.7695972687
-73.949761754,40.7693985757
-73.9498148114,40.769425272
-73.9497959521,40.7694510464
-73.9496591595,40.769493375
-73.9495449141,40.7696250128
-73.9495671262,40.7695532637
-73.9863005654,40.7836364536
-73.9494635259,40.7693674788
-73.9522938528,40.7708177026
-73.9864155651,40.7813919057
-73.9105373808,40.8925878676
-73.9105160908,40.8925874066
-73.9095907286,40.8928216389
-73.9118918125,40.8922217461
-73.9119205625,40.8922563214
-73.9123929665,40.8910626965
-73.9106002451,40.8925888315
-73.9106439148,40.8925947827
-73.9107532148,40.8925555554
-73.9107171726,40.8925647755
-73.9110689611,40.892472365
-73.9629850444,40.7759683114
-73.9629853797,40.7758214185
-73.9632106852,40.7759250608
-73.9631221724,40.7758484921
-73.9628796839,40.7758130785
-73.9630744793,40.7758979034
-73.9631585466,40.7758529258
-73.9632381779,40.7759734663
-73.9632610605,40.7760022162
-73.9639311936,40.7732151915
-73.9643150848,40.7730794466
-73.9617498033,40.7720599976
-73.961704122,40.7719146554
-73.9616678283,40.7719252585
-73.9602444135,40.771161709
-73.9591412713,40.7719221991
-73.9591308777,40.7720853947
-73.9482493576,40.7482885205
-73.9364927822,40.6991386135
-73.9527325519,40.7725167694
-73.952524094,40.7729373314
-73.9522097726,40.7732755412
-73.9489492123,40.7730247965
-73.9489409142,40.7728346112
-73.9490752761,40.7734068856
-73.9498730656,40.7734911237
-73.9502715413,40.7739455486
-73.9502989501,40.7739043096
-73.9507875476,40.7740659808
-73.9507308696,40.7740548067
-73.9513984044,40.7740810002
-73.9514383861,40.774064404
-73.9512388968,40.773874512
-73.9523116127,40.7721609995
-73.9527149499,40.7724847086
-73.9527935722,40.7720993506
-73.954147501,40.7721211436
-73.9522549489,40.7708756403
-73.9820797742,40.7843577164
-73.9823208377,40.784579753
-73.9214735013,40.7054315787
-73.922087811,40.7049063268
-73.9221137949,40.7048528502
-73.9221064188,40.704857586
-73.922425937,40.7045650576
-73.9819437359,40.79043468
-73.9803603944,40.7927033259
-73.9783345722,40.7936317893
-73.8396642,40.86037917
-73.83969211,40.86038886
-73.9540819545,40.7712100726
-73.954447154,40.7713211747
-73.954209605,40.7712739229
-73.9542300627,40.771309021
-73.9543150552,40.7712945622
-73.954358222,40.771251563
-73.9550125134,40.7711224398
-73.9541494288,40.7715142938
-73.9545369242,40.7712255372
-73.9544076753,40.7713824883
-73.9545406961,40.7714114478
-73.9544264507,40.7713999227
-73.9544427954,40.7713818178
-73.9542852995,40.7712096954
-73.9547908121,40.7714525611
-73.9542587288,40.7713806024
-73.9542567172,40.7715321891
-73.954360569,40.771433576
-73.9546821826,40.7712790976
